Cosit,Description,Type,StartSite,EndSite,Length,StartGrid,EndGrid,Direction
9800WKX9WL10,A579 Atherleigh Way/Twist Ln to A578 Wigan Rd N of Eva St,Link,MAC4094WG,MAC1116WG,1375 m,365078400162,364498401260,NW
9800WKQQ3I98,A6 Broad St/The Cresent/Albion Way/Cross Ln to A6044/A666 Agecroft Rd/Bolton Rd/Shirley Ave,Link,MAC4076SD,MAC4117SD,3751 m,381787398791,379323401316,NW
9800WKNFQ8CU,A6 Wellington Rd North/Crossley Rd to A6 Wellington Rd North/Heaton Moor Rd,Link,MAC1074ST,MAC1098ST,1050 m,387859393181,388345392252,SE
9800WKCAVUTK,(blank),Link,MAC1101WG,MAC1053SD,2227 m,371987401139,374101401764,E
9800WK6PAQWE,Liverpool Rd/Worsley Rd to Liverpool Rd/Green Ln,Link,MAC4112SD,MAC4348SD,301 m,376224398280,376476398445,NE
9800WK1KKOBW,A57 Dawsons Rd/Regent Rd to A6042 Trinity Way/Hampson St,Link,MAC4001MR,MAC4002SD,367 m,382729397664,382805398001,N
9800WK0SL0SQ,(blank),Link,MAC1314,MAC4077SD,1728 m,382642400494,381251399586,SW
9800WK0HESLV,Birchfields Rd/Fallowfield Shopping Centre to Kingsway south of Mosley Rd Roundabout,Link,MAC4107MR,MAC4106MR,214 m,386438394075,386547393929,SE
9800WJHTCFQB,A560 Stockport Rd S of Parkway to A560 Brinksway/Hollywood Way,Link,MAC4213ST,MAC4214ST,1952 m,386965389108,388561390043,NE
9800WJH90UNS,(blank),Link,MAC1103WG,MAC1105WG,2489 m,371040402027,368668402235,W
9800WJE8T8VJ,Fairfield Street to Regent Road,Normal,MAC4012MR,MAC4001MR,3225 m,385530397656,382729397664,W
9800WIWQW0AN,A5103 Princess Rd N of Merseybank Ave to M56 J4/Simonsway/Tuffley Rd,Normal,MAC4218MR,MAC4217MR,4542 m,382824391541,381575387251,S
9800WIRORO0U,Bury New Rd/Northumberland St to Bury New Rd/Gt Cheetham St East,Link,MAC4092SD,MAC4078SD,672 m,382748401251,382982400628,SE
9800WI95HASM,A665 Gt Ancoats St/Oldham Rd to A665 Cheetham Hill Rd/Corporation St,Link,MAC4008MR,MAC4007MR,592 m,384651398698,384174399038,NW
9800WI27AQ0R,Eccles Old Rd/Stott Ln to Eccles Old Rd/Gilda Brook Rd/Half Edge Ln,Link,MAC4205SD,MAC4332SD,489 m,378774399214,378287399168,W
9800WHRAZAZE,Bolton Road Bury to Bury & Bolton Rd/Higher Ainsworth Rd,Link,MAC1381,MAC4298BU,2546 m,379526410793,377395409465,SW
9800WHG2DT09,A5103 Princess Rd/Moss Ln E to Princess Rd NB,Normal,MAC4220MR,MAC4237MR,1179 m,383827395861,383709397019,N
9800WHAXNBWE,Sharston Rd S of Leestone Rd to Altrincham Road/Brownley Road,Link,MAC4291MR,MAC4211MR,321 m,383005388969,383002388682,S
9800WH0V7IHD,Manchester Rd/Seymour St to Manchester Rd/Hyde Rd,Link,MAC4032TA,MAC4031TA,591 m,391951395510,392543395503,E
9800WGYZHJNZ,A664 Rochdale Rd/Hollin Ln to A664 Manchester Rd/queensway,Link,MAC4248RD,MAC4247RD,4142 m,387159406826,388380410437,NE
9800WGWIJSRG,M56 J4 /Simonsway/Tuffley Rd to A5103 Princess Rd N of Merseybank Av,Normal,MAC4217MR,MAC4218MR,4540 m,381575387251,382824391541,N
9800WGQOYVN7,A6017 Stockport Rd/Guide Ln to A6017 Ashton Rd/Worthington Way,Link,MAC4261TA,MAC4262TA,1956 m,392473397649,392447395819,S
9800WGGBHP1H,Palatine Rd/Barlow Moor Rd to Barlow Moor Rd/Princess Rd,Link,MAC4289MR,MAC4327MR,993 m,384003391605,383117392058,NW
9800WGE127ZV,A579 St Helens Rd/Hulton Ln to A579 St Helens Rd/Newbrook St/Salford rd,Link,MAC4274BL,MAC4273BL,1161 m,369300406787,369013405797,S
9800WGAI50S9,M60 Jct 23 SBnd on/off slips/Manchester Rd to Manchester Rd/William St,Link,MAC4019TA,MAC4020TA,443 m,392464398388,392878398548,E
9800WG5X9JZS,Cheetham Hill Rd/Queens Rd to Queens Rd/Smedley Rd,Normal,MAC4061MR,MAC4062MR,770 m,384425400403,385162400639,E
9800WG0AC1CS,Manchester Road Bury A56 to Angouleme Way/Jubilee Way/Manchester Rd,Normal,MAC1062,MAC4083BU,320 m,380160410183,380181410507,N
9800WFZQIZHR,A576 Great Cheetham St to A665 Bury Old Rd/Leicester Rd,Normal,MAC1314,MAC4208SD,1677 m,382642400494,383562402142,NE
9800WFZG90AY,Barlow Moor Rd/Princess Rd to Wilbraham Rd/Edge Ln,Link,MAC4327MR,MAC4072MR,3073 m,383117392058,380950393996,NW
9800WFVFX5E5,East Lancs Rd/Chaddock Ln to East Lancs Rd/Mosely Rd,Normal,MAC4097WG,MAC1101WG,0 m,371488400948,371987401139,E
9800WFUSA0DY,A580 East Lancs Rd/Lancaster Rd to A580 East Lancs Rd/Worsley Rd,Normal,MAC4099SD,MAC4098SD,1473 m,378713400689,377287400969,W
9800WFQUYMK9,A635 Ashton Old Rd/Fairfield St to A635 Manchester Rd/Audenshaw Rd,Link,MAC4015MR,MAC4016TA,1420 m,389238397359,390623397498,E
9800WFQ1FEM0,A5067 Chorlton Rd/Stetford Rd to A5014 Chester Rd/Stretford Rd,Link,MAC4233MR,MAC4232TR,1085 m,382981396583,381944396268,W
9800WFLWSUHJ,Back Moor to Stalybridge,Normal,MAC4059TA,MAC4057TA,4764 m,396216398778,399595395799,SE
9800WFLVGPNY,Wilmslow Rd/Moss Lane East to Oxford Rd/Grafton St,Link,MAC4287MR,MAC4286MR,617 m,385042395700,384819396269,NW
9800WFHS0X5C,A6010 Queen's Rd/Monsall Rd to A6010 Hulme Hall ln/Drewett St/Vickers St,Link,MAC4063MR,MAC4064MR,827 m,385799400389,386255399708,SE
9800WF5VRSO0,A664 Rochdale Rd/Queens Rd to A664 Rochdale Rd/Moston Ln/Factory Ln,Normal,MAC4254MR,MAC4253MR,1407 m,385571400588,385955401926,N
9800WEXCDPMS,Palatine Rd/Kenworthy Lane to Sharston Rd S of Leestone Rd,Link,MAC4290MR,MAC4291MR,1593 m,382870390080,383005388969,S
9800WEWWJ2LT,Bolton Road Bury to Jubilee Way/Peel Way/Bolton St,Link,MAC1381,MAC4299BU,533 m,379526410793,380000410910,E
9800WEQ5O5XJ,A57 Manchester Rd/Market St to A627 Market St/Union St,Link,MAC4026TA,MAC4025TA,494 m,394643395099,394944394723,SE
9800WEMK9JHH,Rochdale Road Bury to Rochdale Rd/Derby Way,Normal,MAC1379,MAC4279BU,326 m,381248410744,380936410827,W
9800WEBJWZT5,A635 Mancunian Way/Fairfield St to A635 Ashton Old Rd/Pottery Ln,Link,MAC4012MR,MAC4014MR,1614 m,385530397656,387191397513,E
9800WEAGEGC0,Park Way to M60 J10,Normal,MAC1052TR,MAC1051TR,2332 m,377754396004,376432396535,W
9800WE0Z2QLS,Manchester Rd/Lumb Ln to Manchester Rd/Moss Way,Link,MAC4017TA,MAC4018TA,802 m,391338397858,391982398151,E
9800WE0MU0WB,A6 Buxton Rd W off andrew Ln to A6 London Rd/Buxton Rd,Link,MAC1100ST,MAC1041ST,3454 m,395548385244,392525386519,W
9800WDZWUKN3,Eccles Old Rd/Langworthy Rd to Broad St/Frederick Rd,Link,MAC4204SD,MAC4352SD,1180 m,380517399518,381504399113,E
9800WDWLZLKS,A 57 Hyde Rd/Pottery Ln to A635 Ashton Old Rd/Pottery Ln,Link,MAC4037MR,MAC4014MR,995 m,387062396537,387191397513,N
9800WDIBLOPB,Wilmslow Rd/Barlow Moor Rd/School Ln to Palatine Rd/Barlow Moor Rd,Link,MAC4326MR,MAC4289MR,801 m,384710391227,384003391605,NW
9800WDFKSIG5,Brinnington Rd/Carrington Rd to New Zealand Rd/Carrington Rd,Link,MAC4266ST,MAC4265ST,475 m,390380391061,390833390949,E
9800WDF41EYG,Queens Rd/Smedley Rd to Cheetham Hill Rd/Queens Rd,Normal,MAC4062MR,MAC4061MR,770 m,385162400639,384425400403,W
9800WD9PC02O,Didsbury Rd/Bank Hall Rd to Kingsway/Parrs Wood Ln,Link,MAC4325ST,MAC4105MR,2015 m,387473390661,385523390476,W
9800WCXR56KG,A635 Stamford Street East A-U-L to Stamford St/Wakefield Rd,Normal,MAC1310,MAC4059TA,1635 m,394613398974,396216398778,E
9800WCGLFXOG,A523 London Rd N/Chester Rd to A5149 Chester Rd/Woodford Rd,Link,MAC4050CH,MAC4049CH,1692 m,391983383641,390359383779,W
9800WCCPJ0EB,A665 Gt Ancoats St/Oldham Rd to A62 Oldham Rd/Hulme Hall Ln/Queens Rd,Link,MAC4008MR,MAC4226MR,1964 m,384651398698,386131399927,NE
9800WCCFSWBX,Liverpool Rd/Sealand Dr to Liverpool Rd/Thorp St,Link,MAC4110SD,MAC4111SD,561 m,375166397587,375536397860,NE
9800WC9YPHEO,A34 Kingsway/Gatley Rd to A34 Kingsway/Parrs Wood Ln,Link,MAC4044ST,MAC4105MR,2195 m,385035388368,385523390476,N
9800WC5YHDEU,A57 Dawson St/Regent Rd to A6042 Trinity Way,Link,MAC4001MR,MAC4003SD,1004 m,382729397664,383009398543,NE
9800WBXTZPYQ,(blank),Link,MAC1108WG,MAC1106WG,2273 m,365933402984,367829402916,E
9800WBUTFDJZ,A6042 Trinity Way/Great Ducie St to A56 Bury New Rd/Waterloo Rd,Link,MAC4005MR,MAC4093MR,812 m,383788399115,383428399839,NW
9800WBQQQDRH,A635 Park Parade W of Grafton St to A635 Manchester Rd/Park Parade,Link,MAC4060TA,MAC4021TA,1453 m,394562398987,393185398647,W
9800WBOE9VHI,B5215 Leigh Rd/Lovers Ln to B5215 Leigh Rd/Kirkhall Ln,Link,MAC4271WG,MAC4270WG,1615 m,366353402341,365733400988,SW
9800WBLSTLGO,Bentcliffe Way/Gilda Brook Rd to M602 J2/Gilda Brook Roundabout (South side),Link,MAC4114SD,MAC4115SD,370 m,378141398420,378157398804,N
9800WBINJLNS,Scot Ln/Challenge Way to A49 Wallgate/Caroline St,Link,MAC1025WG,MAC1015WG,2688 m,356020406442,357980405365,SE
9800WBBE3MF6,A6053 Bolton Rd/Egerton Rd to A575 Manchester Rd/Trinity St/Bradshawgate/Lower Bridge St,Link,MAC4202BL,MAC4203BL,2662 m,373548406656,372004408783,NW
9800WBB2JBNR,(blank),Link,MAC1012WG,MAC4310WG,2029 m,356841402681,357110400737,S
9800WB8DDNQQ,M60 J10 to Barton Dock Rd,Normal,MAC1051TR,MAC4227TR,2245 m,376432396535,377910396217,E
9800WAY2GZKI,(blank),Link,MAC1050SD,MAC4074SD,289 m,381419398084,381308397831,SW
9800WAT6OCO0,Rochdale Rd/Middleton Rd to Rochdale Rd/Chadderton Way,Link,MAC4350OL,MAC4320OL,424 m,392230405025,392156405439,N
9800WAOARLCA,East Lancs Rd/Stott Ln to A57 Bentcliffe Way/Gilda Brook Rd,Link,MAC4205SD,MAC4114SD,1335 m,378774399214,378141398420,SW
9800WAL6XJE3,A57 Hyde Rd E of Ardwick Green Roundabout to A6 Stockport Rd/Devonshire Rd,Normal,MAC4039MR,MAC1075MR,590 m,385351397055,385675396688,SE
9800WAINEVIL,A577 Darlington St E/Birkett Bank to A577 Wigan Rd/Liverpool Rd,Link,MAC1112WG,MAC1110WG,2611 m,359385405593,361583404290,SE
9800WA9OCESA,Trafford Centre Egress to A5081 Village Way/Mosley Rd,Link,MAC1052TR,MAC4228TR,1812 m,377754396004,379041396781,NE
9800WA3Y1YMK,Trafford Boulevard/Trafford Way to M60 Junction 10/Redclyffe Road/Trafford Centre (east),Link,MAC4330TR,MAC1051TR,391 m,376603396928,376432396535,SW
9800W9U27VPT,A56 Chester Rd/Mancunian Way to A57 Dawson St/Regent Rd,Link,MAC1049MR,MAC4001MR,453 m,382950397270,382729397664,NW
9800W9RRHNFG,Hyde Rd/Pottery Ln to Stockport Rd/Kirkmanshulme Ln,Link,MAC4037MR,MAC1076MR,947 m,387062396537,386623395821,SW
9800W9OI3JMW,A6 Stockport Rd/Dickenson Rd to A6 Stockport Rd/Matthews Ln,Link,MAC1077MR,MAC1070MR,993 m,386820395549,387335394711,SE
9800W9FEBFU0,Liverpool Rd/Green Ln to Church St/Peel St,Link,MAC4348SD,MAC4113SD,1038 m,376476398445,377497398577,E
9800W710HR8D,Sharston Rd S of Leestone Rd to Palatine Rd/Kenworthy Lane,Link,MAC4291MR,MAC4290MR,1607 m,383005388969,382870390080,N
9800W6XWV1Q0,B5215 King St/Twist Ln to B5215 Leigh Rd/Kirkhall Ln,Link,MAC4095WG,MAC4270WG,1063 m,365623399940,365733400988,N
9800W6PSY4IZ,A6010 Wilbraham Rd/Barlow Moor Rd to A5103 Princess Rd/Wilbraham Rd,Link,MAC4071MR,MAC4070MR,2192 m,381682394008,383874394069,E
9800W6MUKN1D,Atherleigh Way/Twist Ln (new junction Oct 2013) to King St/Twist Ln,Link,MAC4094WG,MAC4095WG,626 m,365078400162,365623399940,E
9800W6BNWAUQ,Manchester Rd/Hyde Rd to Manchester Rd/Seymour St,Link,MAC4031TA,MAC4032TA,591 m,392543395503,391951395510,W
9800W6AVNFGH,A57 Manchester Rd WB/M67/M60 to A57 Hyde Rd/Reddish Ln,Link,MAC4033TA,MAC4035MR,1716 m,391142395535,389469395704,W
9800W60MR6R9,Gorton to Stockport via Reddish,Normal,MAC4035MR,MAC4322ST,5252 m,389469395704,389525390766,S
9800W4Q6RXVQ,A57 Hyde Rd/Reddish Ln to A57 Manchester Rd EB M60 J27,Link,MAC4035MR,MAC4034TA,1503 m,389469395704,390971395619,E
9800W4MLMJYG,Didsbury Rd/Green Ln to George's Rd/Travis Brow,Link,MAC4324ST,MAC4323ST,293 m,388392390349,388668390413,E
9800W4IW0DST,Bentcliffe Way/Gilda Brook Rd to Barton Rd/Barton Ln,Link,MAC4114SD,MAC4351SD,1837 m,378141398420,376575397697,W
9800W4IU1CBT,(blank),Link,MAC4001MR,MAC4073TR,2162 m,382729397664,381235396518,SW
9800W4IQIZJ3,Barlow Moor Road to Edge Lane,Link,MAC4071MR,MAC4072MR,731 m,381682394008,380950393996,W
9800W4F0B7P7,M56 J5 Spur/Outwood Lane/Ringway Rd West to Princess Rd N of Merseybank Ave,Link,MAC4215MR,MAC4218MR,7117 m,381957385621,382824391541,N
9800W40UAKW4,A58 Manchester Rd/Drake St to A58 Manchester Rd/Edinburgh Way/Roch Valley Way,Link,MAC4245RD,MAC4246RD,1161 m,389266412780,388600411895,SW
9800W39J4QIS,A58 Manchester Rd/Silk Rd/Bolton Rd to A58 Manchester Rd/Edinburgh Rd/Roch Valley Way,Link,MAC4283RD,MAC4246RD,225 m,388426411750,388600411895,NE
9800W35HAGBT,A57 Cadishead Way N of Boysnope Wharf to A57 Liverpool Rd SW of Sealand Dr,Link,MAC4240SD,MAC4110SD,2369 m,373549395953,375166397587,NE
9800W320MFCK,A663 Broadway/Oldham Rd to A62 Oldham Rd/Hulme Hall Ln/Queens Rd,Link,MAC4225OL,MAC4226MR,2906 m,388801401027,386131399927,W
9800W2LGFGPD,A666 Bolton Rd/Stoneclough Rd to A666 Manchester Rd - M60 Junc 16 EB on-slip,Link,MAC4200BL,MAC4119SD,3468 m,374761405114,377707403387,SE
9800W2FE9G09,A58 Manchester Rd/Dane St to A58 St Marys Gate/Yorkshire St/Whitworth St/John St,Link,MAC4284RD,MAC4269RD,934 m,389318413142,389892413785,NE
9800W1ODAVIL,M60 Jct 24/M67/Manchester Rd (Northside) to M60 Jct 24/M67/Manchester Rd (Southside),Link,MAC4033TA,MAC4034TA,217 m,391142395535,390971395619,W
9800W1FIURBC,A5102 Woodford Rd/Chester Rd to A523 London Rd N/Chester Rd,Link,MAC4048ST,MAC4050CH,2687 m,389602383116,391983383641,E
9800W1ATG2LB,A6 Buxton Rd sth of Woodsmoor Rd to A6 Buxton Rd/Nangreaves Rd,Link,MAC1035ST,MAC1033ST,914 m,390743388128,390136388803,NW
9800W0Y24Z2F,Wallgate/Caroline St to A577 Darlington St E/Birkett Bank,Link,MAC1015WG,MAC1112WG,1961 m,357980405365,359385405593,E
9800W0X0SGFR,A664 Rochdale Rd/Moston Ln/Factory Ln to A664 Rochdale Rd/Queens Rd,Normal,MAC4253MR,MAC4254MR,1415 m,385955401926,385571400588,S
9800W0WNYJOH,Manchester Rd/ Edinburgh Way/Roch Valley Way to Broadway/Middleton Rd,Link,MAC4246RD,MAC4315OL,7542 m,388600411895,390430405508,S
9800W0S3A0TL,A577 Manchester Rd/Ince Green Ln to A577 Wigan Rd/Liverpool Rd,Link,MAC1111WG,MAC1110WG,1944 m,359995405382,361583404290,SE
9800W0QGUCFH,A6010 Queens Rd/Smedley Rd to A6010 Hulme Hall Ln/Drewett St/Vickers St,Link,MAC4062MR,MAC4064MR,1619 m,385162400639,386255399708,SE
9800W0PWRDJL,(blank),Link,MAC4133BL,MAC4103BL,1075 m,372309408887,371821409821,NW
9800W0N7W5WN,Ashton Old Rd/Pottery Ln to Ashton New Rd/Alan Turing Way,Link,MAC4014MR,MAC4065MR,845 m,387191397513,387149398340,N
9800W0LZKRRT,A635 Park Parade W of Grafton St to A635 Stamford St/Wakefield St,Link,MAC4060TA,MAC4059TA,1687 m,394562398987,396216398778,E
9800W0J2Y10H,Princess Rd/Wilbraham Rd to Lloyd St/Moss Ln E,Link,MAC4070MR,MAC1406MR,1862 m,383874394069,384439395589,NE
9800W0EM8XQ9,M66 J2 N/B off-slip/Rochdale Rd to Rochdale Road Bury,Normal,MAC4280BU,MAC1379,839 m,382034410525,381248410744,W
9800W0ASMXWB,A58 Cricketers Way/The Fairways/Wigan Rd to A58 Beaumont Rd/Wigan Rd,Link,MAC4257BL,MAC4258BL,4116 m,365189405789,368655407379,E
9800W07BQCYI,A58 St Marys Gate/Yorkshire St/Whitworth St/John St to A58 Manchester Rd/Dane Rd,Link,MAC4269RD,MAC4284RD,920 m,389892413785,389318413142,SW
9800W03PI11G,(blank),Link,MAC4254MR,MAC4252MR,0 m,385571400588,386339404104,N
9800W00TPXOU,Ashton Old Rd/Chancellor Ln to Ashton Old Rd/Pottery Ln,Link,MAC4013MR,MAC4014MR,1479 m,385715397639,387191397513,E
9.8005E+11,M56 WB Castle Mill Ln Bridge to M56 WB Agden Ln Bridge,Normal,MAC5013HA,MAC5012HA,6898 m,378078384588,371281385249,W
980050131001,M56 Castle Mill Ln Bridge to A56 Woodlands Rd/Church St,Normal,MAC5013HA,MAC1001TR,8209 m,378078384588,376800388236,NW
980050125013,M56 Agden Lane Bridge to M56 Castle Mill Ln Bridge,Link,MAC5012HA,MAC5013HA,6902 m,371281385249,378078384588,E
980050121001,M56 Agden Lane Bridge to A56 Woodlands Rd/Church St,Normal,MAC5012HA,MAC1001TR,8430 m,371281385249,376800388236,NE
980010111010,A560 Shaftesbury Ave/Thorley Ln to A560 Woodlands Rd/Stockport Rd,Link,MAC1011TR,MAC1010TR,1619 m,378983388477,377382388321,W
980010101011,A560 Woodlands Rd/Stockport Rd to A560 Shaftesbury Ave/Thorley Ln,Link,MAC1010TR,MAC1011TR,1619 m,377382388321,378983388477,E
980010101009,A560 Woodlands rd/Stockport Rd to A560 Woodlands Rd/Barrington Rd,Link,MAC1010TR,MAC1009TR,403 m,377382388321,376980388301,W
980010091010,A560 Woodlands Rd/Barrington Rd to A560 Woodlands Rd/Stockport Rd,Link,MAC1009TR,MAC1010TR,403 m,376980388301,377382388321,E
980010091001,A560 Woodlands Rd/Barrington Rd to A560 Woodlands Rd/Church St,Link,MAC1009TR,MAC1001TR,187 m,376980388301,376800388236,W
980010081007,A56 Cross St/Dane Rd to A56 Washway Rd/Ashton Ln,Link,MAC1008TR,MAC1007TR,739 m,378905392755,378485392145,SW
980010071008,A56 Washway Rd/Ashton Ln to A56 Cross St/Dane Rd,Link,MAC1007TR,MAC1008TR,747 m,378485392145,378905392755,NE
980010071006,A56 Washway Ln/Ashton Ln to A56 Washway Rd/Marsland Rd,Link,MAC1007TR,MAC1006TR,796 m,378485392145,378042391478,SW
980010061007,A56 WashwayRd/Marsland Rdto A56 Washway Rd/Ashton Rd,Link,MAC1006TR,MAC1007TR,796 m,378042391478,378485392145,NE
980010061005,A56 Washway Rd/Marsland Rd to A56 Washway Rd/Eastlands,Link,MAC1006TR,MAC1005TR,1097 m,378042391478,377419390575,SW
980010051006,A56 Washway Rd/Eastway to A56 Washway Rd/Marsland Rd,Link,MAC1005TR,MAC1006TR,1097 m,377419390575,378042391478,NE
980010051004,A56 Washway Rd/Eastway to A56 Manchester Rd/Park Rd,Link,MAC1005TR,MAC1004TR,725 m,377419390575,377000389982,SW
980010041005,A56 Manchester Rd/Park Rd to A56 Wasway Rd/Eastway,Link,MAC1004TR,MAC1005TR,725 m,377000389982,377419390575,NE
980010041003,A56 Manchester Rd/Park Rd to A56 Manchester Rd/Navigation Rd,Link,MAC1004TR,MAC1003TR,1034 m,377000389982,376680389040,SW
980010031004,A56 Manchester Rd/Navigation Rd to A56 Manchester Rd/Park Rd,Link,MAC1003TR,MAC1004TR,1038 m,376680389040,377000389982,NE
980010031002,A56 Manchester Rd/Navigation Rd to A56 Manchester Rd/Barrington Rd,Link,MAC1003TR,MAC1002TR,278 m,376680389040,376675388762,S
980010021003,A56 Manchester Rd/Barrington Rd to A56 Manchester Rd/Navigation Rd,Link,MAC1002TR,MAC1003TR,278 m,376675388762,376680389040,N
980010021001,A56 Manchester Rd/Barrington Rd to A56 Woodlands Rd/Church St,Link,MAC1002TR,MAC1001TR,560 m,376675388762,376800388236,S
980010015013,A56 Woodlands Rd/Church St to M56 Castle Hill Ln Bridge,Normal,MAC1001TR,MAC5013HA,7846 m,376800388236,378078384588,SE
980010011009,A56 Church St/A560 Woodlands Rd to A560 Woodlands Rd/Barrington Rd,Link,MAC1001TR,MAC1009TR,193 m,376800388236,376980388301,E
980010011002,A56 Woodlands Rd/Church St to A56 Manchester Rd/Barrington Rd,Link,MAC1001TR,MAC1002TR,565 m,376800388236,376675388762,N
1009001002,A560 woodlands Rd/Barrington Rd - A56 Manchester Rd/Barrington Rd,Normal,MAC1009TR,MAC1002TR,584 m,376980388301,376675388762,NW
1002001009,A56 Manchester Rd/Barrington Rd - A560 Woodlands Rd/Barrington Rd,Normal,MAC1002TR,MAC1009TR,760 m,376675388762,376980388301,SE
1001010011,A560 Woodlands Rd/Stockport Rd to A560 Shaftesbury Av/Thorley Ln,Link,MAC1010TR,MAC1011TR,1617 m,377382388321,378983388477,E
1001009010,A560 Woodlands Rd/Barrington Rd to A560 Woodlands Rd/Stockport Rd,Link,MAC1009TR,MAC1010TR,403 m,376980388301,377382388321,E
1001008009,A56 Cross St/Dane Rd toA560 Woodlands Rd/Barrington Rd,Normal,MAC1008TR,MAC1009TR,5435 m,378905392755,376980388301,SW
1001007008,A56 Washway Rd/Ashton Ln to A56 Cross St/Dane Rd,Normal,MAC1007TR,MAC1008TR,739 m,378485392145,378905392755,NE
1001006007,A56 Washway Rd/Marsland Rd to A56 Washway Rd/Ashton Ln,Normal,MAC1006TR,MAC1007TR,800 m,378042391478,378485392145,NE
1001005006,A56 Washway Rd/Eastway to A56 Washway Rd/Marsland Rd,Normal,MAC1005TR,MAC1006TR,1101 m,377419390575,378042391478,NE
1001004005,A56 Manchester Rd/Park Rd to A56 Washway Rd/Eastway,Normal,MAC1004TR,MAC1005TR,724 m,377000389982,377419390575,NE
1001003004,A56 Manchester Rd/Navigation Rd to A56 Manchester Rd/Park Rd,Link,MAC1003TR,MAC1004TR,1035 m,376680389040,377000389982,NE
1001002003,A56 Manchester Rd/Barrington Rd to A56 Manchester Rd/Navigation Rd,Link,MAC1002TR,MAC1003TR,278 m,376675388762,376680389040,N
1001001002,A56 Woodlands Rd/Church St to A56 Manchester Rd/Barrington Rd,Normal,MAC1001TR,MAC1002TR,568 m,376800388236,376675388762,N
